1	1495
2	381
3	2012
4	1157
5	990
6	764
7	178
8	147
9	1788
10	542
11	508
12	749
13	696
14	408
15	318
16	1213
17	714
18	1082
19	717
20	935
21	228
22	538
23	1670
24	816
25	1922
26	1096
27	840
28	1147
29	986
30	498
31	1250
32	553
33	678
34	2136
35	754
36	1046
37	326
38	1117
39	261
40	692
41	1525
42	1104
43	616
44	2162
45	488
46	753
47	1184
0	1495
2	1135
3	637
4	583
5	2207
6	2056
7	1641
8	1590
9	736
10	1312
11	1494
12	1150
13	988
14	1552
15	1243
16	2360
17	2004
18	2291
19	1615
20	1279
21	1272
22	1163
23	906
24	983
25	585
26	2269
27	2097
28	381
29	2155
30	1898
31	1091
32	1661
33	840
34	988
35	1984
36	2272
37	1778
38	976
39	1443
40	872
41	504
42	2223
43	1957
44	1098
45	1727
46	1388
47	661
0	381
1	1135
3	1633
4	778
5	1163
6	971
7	551
8	457
9	1412
10	375
11	481
12	474
13	349
14	475
15	301
16	1359
17	918
18	1255
19	686
20	699
21	207
22	262
23	1308
24	480
25	1541
26	1251
27	1029
28	774
29	1133
30	772
31	936
32	622
33	301
34	1760
35	922
36	1227
37	644
38	785
39	325
40	442
41	1144
42	1231
43	850
44	1790
45	640
46	591
47	810
0	2012
1	637
2	1633
4	886
5	2550
6	2444
7	2175
8	2081
9	444
10	1697
11	1881
12	1480
13	1385
14	1969
15	1806
16	2662
17	2397
18	2624
19	1941
20	1519
21	1805
22	1576
23	735
24	1321
25	102
26	2589
27	2467
28	879
29	2485
30	2343
31	1190
32	2044
33	1336
34	451
35	2357
36	2613
37	2255
38	1161
39	1901
40	1467
41	532
42	2526
43	2373
44	594
45	2138
46	1695
47	900
0	1157
1	583
2	778
3	886
5	1686
6	1565
7	1329
8	1210
9	636
10	814
11	999
12	609
13	500
14	1084
15	1006
16	1818
17	1516
18	1764
19	1078
20	703
21	970
22	691
23	588
24	443
25	788
26	1735
27	1592
28	283
29	1626
30	1458
31	528
32	1163
33	503
34	985
35	1481
36	1750
37	1377
38	396
39	1021
40	768
41	370
42	1680
43	1489
44	1025
45	1253
46	839
47	97
0	990
1	2207
2	1163
3	2550
4	1686
6	235
7	1015
8	845
9	2191
10	895
11	717
12	1078
13	1219
14	689
15	1289
16	230
17	279
18	93
19	611
20	1047
21	1162
22	1049
23	1961
24	1244
25	2450
26	116
27	153
28	1826
29	83
30	525
31	1428
32	553
33	1401
34	2502
35	244
36	66
37	704
38	1403
39	848
40	1598
41	2019
42	174
43	387
44	2468
45	528
46	856
47	1654
0	764
1	2056
2	971
3	2444
4	1565
5	235
7	781
8	618
9	2111
10	753
11	568
12	965
13	1077
14	507
15	1070
16	465
17	54
18	323
19	532
20	984
21	947
22	894
23	1901
24	1123
25	2344
26	349
27	85
28	1676
29	260
30	290
31	1375
32	402
33	1231
34	2435
35	105
36	285
37	469
38	1324
39	648
40	1396
41	1914
42	386
43	153
44	2415
45	334
46	769
47	1545
0	178
1	1641
2	551
3	2175
4	1329
5	1015
6	781
8	228
9	1962
10	709
11	649
12	924
13	874
14	534
15	413
16	1244
17	737
18	1103
19	844
20	1103
21	372
22	715
23	1847
24	994
25	2086
26	1127
27	863
28	1303
29	1025
30	493
31	1426
32	659
33	841
34	2310
35	795
36	1064
37	312
38	1294
39	418
40	805
41	1695
42	1149
43	629
44	2338
45	565
46	911
47	1359
0	147
1	1590
2	457
3	2081
4	1210
5	845
6	618
7	228
9	1831
10	507
11	425
12	737
13	725
14	307
15	459
16	1068
17	568
18	936
19	617
20	897
21	352
22	546
23	1691
24	831
25	1988
26	951
27	694
28	1230
29	842
30	355
31	1240
32	434
33	757
34	2177
35	610
36	900
37	194
38	1121
39	214
40	819
41	1579
42	961
43	470
44	2193
45	352
46	695
47	1226
0	1788
1	736
2	1412
3	444
4	636
5	2191
6	2111
7	1962
8	1831
10	1389
11	1565
12	1154
13	1107
14	1668
15	1639
16	2282
17	2067
18	2258
19	1588
20	1145
21	1606
22	1294
23	292
24	1015
25	358
26	2218
27	2123
28	771
29	2121
30	2049
31	783
32	1718
33	1138
34	349
35	2017
36	2252
37	1987
38	790
39	1632
40	1366
41	297
42	2149
43	2058
44	401
45	1826
46	1344
47	606
0	542
1	1312
2	375
3	1697
4	814
5	895
6	753
7	709
8	507
9	1389
11	186
12	242
13	326
14	280
15	646
16	1061
17	704
18	981
19	332
20	395
21	514
22	159
23	1215
24	378
25	1598
26	962
27	787
28	932
29	847
30	660
31	737
32	353
33	522
34	1727
35	675
36	961
37	620
38	632
39	295
40	795
41	1171
42	925
43	676
44	1727
45	441
46	225
47	802
0	508
1	1494
2	481
3	1881
4	999
5	717
6	568
7	649
8	425
9	1565
10	186
12	411
13	510
14	129
15	698
16	893
17	519
18	804
19	220
20	502
21	559
22	332
23	1378
24	560
25	1782
26	790
27	604
28	1114
29	673
30	493
31	879
32	168
33	687
34	1899
35	491
36	782
37	487
38	793
39	250
40	921
41	1353
42	760
43	495
44	1892
45	262
46	282
47	984
0	749
1	1150
2	474
3	1480
4	609
5	1078
6	965
7	924
8	737
9	1154
10	242
11	411
13	205
14	519
15	774
16	1215
17	919
18	1156
19	471
20	231
21	663
22	221
23	973
24	169
25	1380
26	1128
27	988
28	776
29	1018
30	899
31	504
32	567
33	468
34	1488
35	877
36	1142
37	861
38	390
39	524
40	807
41	949
42	1076
43	905
44	1486
45	673
46	239
47	581
0	696
1	988
2	349
3	1385
4	500
5	1219
6	1077
7	874
8	725
9	1107
10	326
11	510
12	205
14	586
15	641
16	1376
17	1027
18	1303
19	632
20	424
21	555
22	192
23	974
24	133
25	1287
26	1282
27	1113
28	608
29	1167
30	959
31	591
32	678
33	265
34	1453
35	1000
36	1284
37	882
38	437
39	526
40	611
41	866
42	1238
43	993
44	1470
45	758
46	428
47	504
0	408
1	1552
2	475
3	1969
4	1084
5	689
6	507
7	534
8	307
9	1668
10	280
11	129
12	519
13	586
15	642
16	887
17	455
18	780
19	312
20	629
21	504
22	397
23	1492
24	656
25	1871
26	776
27	558
28	1174
29	659
30	381
31	1001
32	157
33	724
34	2006
35	449
36	753
37	359
38	907
39	175
40	913
41	1445
42	761
43	408
44	2004
45	176
46	410
47	1077
0	318
1	1243
2	301
3	1806
4	1006
5	1289
6	1070
7	413
8	459
9	1639
10	646
11	698
12	774
13	641
14	642
16	1505
17	1019
18	1382
19	917
20	997
21	140
22	558
23	1569
24	773
25	1722
26	1390
27	1142
28	927
29	1276
30	814
31	1231
32	799
33	503
34	1986
35	1048
36	1348
37	643
38	1075
39	467
40	393
41	1356
42	1389
43	926
44	2030
45	768
46	870
47	1056
0	1213
1	2360
2	1359
3	2662
4	1818
5	230
6	465
7	1244
8	1068
9	2282
10	1061
11	893
12	1215
13	1376
14	887
15	1505
17	507
18	151
19	746
20	1144
21	1374
22	1218
23	2035
24	1383
25	2561
26	117
27	382
28	1982
29	230
30	754
31	1504
32	739
33	1579
34	2577
35	459
36	193
37	933
38	1503
39	1054
40	1799
41	2134
42	139
43	616
44	2532
45	739
46	980
47	1777
0	714
1	2004
2	918
3	2397
4	1516
5	279
6	54
7	737
8	568
9	2067
10	704
11	519
12	919
13	1027
14	455
15	1019
16	507
18	369
19	495
20	945
21	895
22	843
23	1860
24	1076
25	2297
26	390
27	127
28	1625
29	292
30	251
31	1337
32	354
33	1178
34	2393
35	91
36	332
37	427
38	1281
39	595
40	1344
41	1867
42	418
43	112
44	2375
45	281
46	728
47	1498
0	1082
1	2291
2	1255
3	2624
4	1764
5	93
6	323
7	1103
8	936
9	2258
10	981
11	804
12	1156
13	1303
14	780
15	1382
16	151
17	369
19	687
20	1114
21	1254
22	1135
23	2022
24	1323
25	2523
26	64
27	243
28	1911
29	139
30	611
31	1489
32	641
33	1490
34	2564
35	336
36	42
37	792
38	1471
39	940
40	1690
41	2093
42	154
43	475
44	2527
45	621
46	930
47	1730
0	717
1	1615
2	686
3	1941
4	1078
5	611
6	532
7	844
8	617
9	1588
10	332
11	220
12	471
13	632
14	312
15	917
16	746
17	495
18	687
20	453
21	778
22	490
23	1371
24	639
25	1840
26	658
27	536
28	1237
29	548
30	574
31	844
32	207
33	852
34	1907
35	432
36	674
37	630
38	799
39	466
40	1120
41	1409
42	608
43	519
44	1884
45	339
46	246
47	1044
0	935
1	1279
2	699
3	1519
4	703
5	1047
6	984
7	1103
8	897
9	1145
10	395
11	502
12	231
13	424
14	629
15	997
16	1144
17	945
18	1114
19	453
21	879
22	439
23	919
24	336
25	1418
26	1075
27	987
28	924
29	976
30	985
31	393
32	618
33	688
34	1457
35	884
36	1108
37	987
38	360
39	688
40	1034
41	992
42	1009
43	958
44	1432
45	745
46	225
47	646
0	228
1	1272
2	207
3	1805
4	970
5	1162
6	947
7	372
8	352
9	1606
10	514
11	559
12	663
13	555
14	504
15	140
16	1374
17	895
18	1254
19	778
20	879
22	444
23	1512
24	685
25	1717
26	1260
27	1016
28	932
29	1145
30	704
31	1140
32	661
33	473
34	1954
35	919
36	1221
37	544
38	991
39	329
40	468
41	1332
42	1255
43	808
44	1989
45	636
46	739
47	1009
0	538
1	1163
2	262
3	1576
4	691
5	1049
6	894
7	715
8	546
9	1294
10	159
11	332
12	221
13	192
14	397
15	558
16	1218
17	843
18	1135
19	490
20	439
21	444
23	1145
24	286
25	1479
26	1119
27	934
28	783
29	1002
30	768
31	713
32	499
33	363
34	1637
35	822
36	1114
37	694
38	580
39	340
40	650
41	1057
42	1083
43	804
44	1649
45	570
46	341
47	693
0	1670
1	906
2	1308
3	735
4	588
5	1961
6	1901
7	1847
8	1691
9	292
10	1215
11	1378
12	973
13	974
14	1492
15	1569
16	2035
17	1860
18	2022
19	1371
20	919
21	1512
22	1145
24	860
25	646
26	1978
27	1905
28	813
29	1887
30	1870
31	534
32	1521
33	1070
34	543
35	1802
36	2019
37	1830
38	586
39	1483
40	1355
41	403
42	1905
43	1864
44	515
45	1638
46	1133
47	519
0	816
1	983
2	480
3	1321
4	443
5	1244
6	1123
7	994
8	831
9	1015
10	378
11	560
12	169
13	133
14	656
15	773
16	1383
17	1076
18	1323
19	639
20	336
21	685
22	286
23	860
25	1222
26	1296
27	1150
28	611
29	1185
30	1036
31	458
32	723
33	368
34	1356
35	1038
36	1308
37	976
38	306
39	624
40	723
41	793
42	1245
43	1054
44	1364
45	819
46	406
47	424
0	1922
1	585
2	1541
3	102
4	788
5	2450
6	2344
7	2086
8	1988
9	358
10	1598
11	1782
12	1380
13	1287
14	1871
15	1722
16	2561
17	2297
18	2523
19	1840
20	1418
21	1717
22	1479
23	646
24	1222
26	2488
27	2367
28	796
29	2384
30	2246
31	1091
32	1944
33	1246
34	435
35	2256
36	2513
37	2160
38	1059
39	1806
40	1391
41	431
42	2425
43	2274
44	569
45	2039
46	1595
47	800
0	1096
1	2269
2	1251
3	2589
4	1735
5	116
6	349
7	1127
8	951
9	2218
10	962
11	790
12	1128
13	1282
14	776
15	1390
16	117
17	390
18	64
19	658
20	1075
21	1260
22	1119
23	1978
24	1296
25	2488
27	266
28	1889
29	118
30	639
31	1445
32	632
33	1477
34	2521
35	343
36	97
37	816
38	1433
39	941
40	1689
41	2059
42	91
43	500
44	2481
45	625
46	898
47	1698
0	840
1	2097
2	1029
3	2467
4	1592
5	153
6	85
7	863
8	694
9	2123
10	787
11	604
12	988
13	1113
14	558
15	1142
16	382
17	127
18	243
19	536
20	987
21	1016
22	934
23	1905
24	1150
25	2367
26	266
28	1716
29	177
30	374
31	1376
32	436
33	1279
34	2443
35	113
36	207
37	552
38	1334
39	709
40	1459
41	1936
42	302
43	235
44	2418
45	390
46	780
47	1568
0	1147
1	381
2	774
3	879
4	283
5	1826
6	1676
7	1303
8	1230
9	771
10	932
11	1114
12	776
13	608
14	1174
15	927
16	1982
17	1625
18	1911
19	1237
20	924
21	932
22	783
23	813
24	611
25	796
26	1889
27	1716
29	1775
30	1526
31	807
32	1281
33	474
34	1100
35	1604
36	1892
37	1414
38	663
39	1072
40	605
41	475
42	1844
43	1579
44	1172
45	1349
46	1015
47	379
0	986
1	2155
2	1133
3	2485
4	1626
5	83
6	260
7	1025
8	842
9	2121
10	847
11	673
12	1018
13	1167
14	659
15	1276
16	230
17	292
18	139
19	548
20	976
21	1145
22	1002
23	1887
24	1185
25	2384
26	118
27	177
28	1775
30	543
31	1354
32	514
33	1360
34	2429
35	233
36	133
37	716
38	1334
39	825
40	1571
41	1954
42	127
43	404
44	2393
45	509
46	791
47	1592
0	498
1	1898
2	772
3	2343
4	1458
5	525
6	290
7	493
8	355
9	2049
10	660
11	493
12	899
13	959
14	381
15	814
16	754
17	251
18	611
19	574
20	985
21	704
22	768
23	1870
24	1036
25	2246
26	639
27	374
28	1526
29	543
31	1370
32	373
33	1059
34	2386
35	324
36	572
37	183
38	1285
39	455
40	1168
41	1823
42	669
43	139
44	2384
45	242
46	761
47	1456
0	1250
1	1091
2	936
3	1190
4	528
5	1428
6	1375
7	1426
8	1240
9	783
10	737
11	879
12	504
13	591
14	1001
15	1231
16	1504
17	1337
18	1489
19	844
20	393
21	1140
22	713
23	534
24	458
25	1091
26	1445
27	1376
28	807
29	1354
30	1370
32	1007
33	794
34	1076
35	1275
36	1486
37	1354
38	169
39	1026
40	1143
41	692
42	1372
43	1349
44	1043
45	1131
46	614
47	437
0	553
1	1661
2	622
3	2044
4	1163
5	553
6	402
7	659
8	434
9	1718
10	353
11	168
12	567
13	678
14	157
15	799
16	739
17	354
18	641
19	207
20	618
21	661
22	499
23	1521
24	723
25	1944
26	632
27	436
28	1281
29	514
30	373
31	1007
33	849
34	2048
35	323
36	618
37	424
38	937
39	332
40	1062
41	1514
42	609
43	344
44	2035
45	134
46	394
47	1145
0	678
1	840
2	301
3	1336
4	503
5	1401
6	1231
7	841
8	757
9	1138
10	522
11	687
12	468
13	265
14	724
15	503
16	1579
17	1178
18	1490
19	852
20	688
21	473
22	363
23	1070
24	368
25	1246
26	1477
27	1279
28	474
29	1360
30	1059
31	794
32	849
34	1486
35	1168
36	1466
37	941
38	627
39	604
40	356
41	860
42	1444
43	1122
44	1528
45	898
46	677
47	554
0	2136
1	988
2	1760
3	451
4	985
5	2502
6	2435
7	2310
8	2177
9	349
10	1727
11	1899
12	1488
13	1453
14	2006
15	1986
16	2577
17	2393
18	2564
19	1907
20	1457
21	1954
22	1637
23	543
24	1356
25	435
26	2521
27	2443
28	1100
29	2429
30	2386
31	1076
32	2048
33	1486
35	2338
36	2561
37	2331
38	1112
39	1976
40	1701
41	633
42	2447
43	2390
44	146
45	2160
46	1666
47	953
0	754
1	1984
2	922
3	2357
4	1481
5	244
6	105
7	795
8	610
9	2017
10	675
11	491
12	877
13	1000
14	449
15	1048
16	459
17	91
18	336
19	432
20	884
21	919
22	822
23	1802
24	1038
25	2256
26	343
27	113
28	1604
29	233
30	324
31	1275
32	323
33	1168
34	2338
36	305
37	488
38	1228
39	605
40	1356
41	1826
42	355
43	190
44	2316
45	286
46	673
47	1457
0	1046
1	2272
2	1227
3	2613
4	1750
5	66
6	285
7	1064
8	900
9	2252
10	961
11	782
12	1142
13	1284
14	753
15	1348
16	193
17	332
18	42
19	674
20	1108
21	1221
22	1114
23	2019
24	1308
25	2513
26	97
27	207
28	1892
29	133
30	572
31	1486
32	618
33	1466
34	2561
35	305
37	753
38	1464
39	910
40	1661
41	2082
42	181
43	437
44	2526
45	590
46	919
47	1718
0	326
1	1778
2	644
3	2255
4	1377
5	704
6	469
7	312
8	194
9	1987
10	620
11	487
12	861
13	882
14	359
15	643
16	933
17	427
18	792
19	630
20	987
21	544
22	694
23	1830
24	976
25	2160
26	816
27	552
28	1414
29	716
30	183
31	1354
32	424
33	941
34	2331
35	488
36	753
38	1250
39	357
40	1011
41	1745
42	841
43	317
44	2339
45	301
46	769
47	1385
0	1117
1	976
2	785
3	1161
4	396
5	1403
6	1324
7	1294
8	1121
9	790
10	632
11	793
12	390
13	437
14	907
15	1075
16	1503
17	1281
18	1471
19	799
20	360
21	991
22	580
23	586
24	306
25	1059
26	1433
27	1334
28	663
29	1334
30	1285
31	169
32	937
33	627
34	1112
35	1228
36	1464
37	1250
39	909
40	974
41	637
42	1368
43	1280
44	1100
45	1053
46	555
47	317
0	261
1	1443
2	325
3	1901
4	1021
5	848
6	648
7	418
8	214
9	1632
10	295
11	250
12	524
13	526
14	175
15	467
16	1054
17	595
18	940
19	466
20	688
21	329
22	340
23	1483
24	624
25	1806
26	941
27	709
28	1072
29	825
30	455
31	1026
32	332
33	604
34	1976
35	605
36	910
37	357
38	909
40	751
41	1389
42	931
43	525
44	1988
45	320
46	495
47	1029
0	692
1	872
2	442
3	1467
4	768
5	1598
6	1396
7	805
8	819
9	1366
10	795
11	921
12	807
13	611
14	913
15	393
16	1799
17	1344
18	1690
19	1120
20	1034
21	468
22	650
23	1355
24	723
25	1391
26	1689
27	1459
28	605
29	1571
30	1168
31	1143
32	1062
33	356
34	1701
35	1356
36	1661
37	1011
38	974
39	751
41	1071
42	1671
43	1264
44	1766
45	1071
46	989
47	843
0	1525
1	504
2	1144
3	532
4	370
5	2019
6	1914
7	1695
8	1579
9	297
10	1171
11	1353
12	949
13	866
14	1445
15	1356
16	2134
17	1867
18	2093
19	1409
20	992
21	1332
22	1057
23	403
24	793
25	431
26	2059
27	1936
28	475
29	1954
30	1823
31	692
32	1514
33	860
34	633
35	1826
36	2082
37	1745
38	637
39	1389
40	1071
42	1997
43	1846
44	698
45	1611
46	1164
47	370
0	1104
1	2223
2	1231
3	2526
4	1680
5	174
6	386
7	1149
8	961
9	2149
10	925
11	760
12	1076
13	1238
14	761
15	1389
16	139
17	418
18	154
19	608
20	1009
21	1255
22	1083
23	1905
24	1245
25	2425
26	91
27	302
28	1844
29	127
30	669
31	1372
32	609
33	1444
34	2447
35	355
36	181
37	841
38	1368
39	931
40	1671
41	1997
43	530
44	2405
45	622
46	842
47	1640
0	616
1	1957
2	850
3	2373
4	1489
5	387
6	153
7	629
8	470
9	2058
10	676
11	495
12	905
13	993
14	408
15	926
16	616
17	112
18	475
19	519
20	958
21	808
22	804
23	1864
24	1054
25	2274
