1	12,36931688
2	19,20937271
3	31,06444913
4	22,20360331
5	16,76305461
6	22,82542442
7	11,66190379
8	24,20743687
9	34,0147027
10	12,08304597
11	20,88061302
12	41,86884283
13	26,92582404
14	36,01388621
15	18,60107524
16	30,6757233
17	27,58622845
18	45,79301257
19	20,88061302
20	26,92582404
21	7,071067812
22	21,58703314
23	29
24	33,10589071
25	18,86796226
26	8,062257748
27	16,15549442
28	21,37755833
29	32,64965543
30	17
31	6,08276253
32	42,95346319
33	30,61045573
34	27,31300057
35	31,06444913
36	30,41381265
37	18,78829423
38	43,0464865
39	56,0357029
40	44,20407221
41	44,94441011
42	34,17601498
43	37,65634077
44	42,04759208
45	13,92838828
46	23,32380758
47	12,36931688
48	26,40075756
49	24,20743687
50	13,89244399
0	12,36931688
2	15,29705854
3	37,01351105
4	21,02379604
5	28,0713377
6	34,92849839
7	22,20360331
8	16,2788206
9	28,0713377
10	10,63014581
11	24,75883681
12	50,11985634
13	37,65634077
14	35,4682957
15	8,544003745
16	34,05877273
17	35,77708764
18	50,91168825
19	12,04159458
20	14,76482306
21	10,63014581
22	33,95585369
23	41,10960958
24	43,41658669
25	29,06888371
26	19,02629759
27	18,97366596
28	9,055385138
29	23,76972865
30	23,32380758
31	11,40175425
32	39,11521443
33	20
34	19,10497317
35	24,41311123
36	31,90611227
37	14,56021978
38	35,44009029
39	61,52235366
40	50,44799302
41	48,01041554
42	46,4865572
43	38,94868419
44	40,26164428
45	19,72308292
46	29,41088234
47	24,73863375
48	21,02379604
49	13,89244399
50	21,02379604
0	19,20937271
1	15,29705854
3	49,67896939
4	36,05551275
5	35,35533906
6	35,0142828
7	21,09502311
8	31
9	43,01162634
10	25,07987241
11	38,27531842
12	61,07372594
13	45,65084884
14	50,59644256
15	23
16	48,02082881
17	46,75467891
18	64,20280368
19	7,810249676
20	24,16609195
21	12,20655562
22	36,67424164
23	45,607017
24	51,97114584
25	25,3179778
26	27,20294102
27	9,486832981
28	17,08800749
29	37,48332963
30	15,8113883
31	22,8035085
32	54,33231083
33	32,28002478
34	10,04987562
35	12,08304597
36	46,5188134
37	29,83286778
38	49,49747468
39	74,65252842
40	63,03173804
41	62,2655603
42	47
43	53,71219601
44	55,54277631
45	32,01562119
46	41,86884283
47	28,46049894
48	36,22154055
49	27,29468813
50	32,55764119
0	31,06444913
1	37,01351105
2	49,67896939
4	20,39607805
5	21,02379604
6	37,12142239
7	37,64306045
8	32,75667871
9	31,40063694
10	26,62705391
11	12,52996409
12	15,03329638
13	17,88854382
14	18,86796226
15	35,34119409
16	7,615773106
17	7,615773106
18	14,76482306
19	48,91829923
20	44,94441011
21	38,01315562
22	31,25699922
23	28,63564213
24	17,69180601
25	42,57933771
26	24,16609195
27	47,01063709
28	43,9089968
29	38,01315562
30	46,23851209
31	26,90724809
32	30,52867504
33	41,59326869
34	55,97320788
35	60,81118318
36	12,64911064
37	26,57066051
38	40,52159918
39	25
40	13,45362405
41	16,03121954
42	40,85339643
43	14,86606875
44	24,8394847
45	17,69180601
46	7,810249676
47	29,42787794
48	28,0713377
49	37,64306045
50	17,20465053
0	22,20360331
1	21,02379604
2	36,05551275
3	20,39607805
5	25,49509757
6	40,22437072
7	33,24154028
8	12,36931688
9	14,2126704
10	11,18033989
11	9,219544457
12	35,35533906
13	30,46309242
14	14,56021978
15	16,2788206
16	14,76482306
17	23,19482701
18	31,90611227
19	32,75667871
20	25,05992817
21	27,07397274
22	36,12478374
23	38,83297568
24	33,95585369
25	40,16217126
26	20,59126028
27	37,12142239
28	25,45584412
29	18,24828759
30	39,11521443
31	16,1245155
32	20,88061302
33	21,21320344
34	39,66106403
35	45,27692569
36	11,3137085
37	7,071067812
38	24,20743687
39	42,43819035
40	32,69556545
41	27,58622845
42	48,7954916
43	18,02775638
44	20,02498439
45	12,04159458
46	15,13274595
47	29,15475947
48	8,246211251
49	17,4642492
50	14,14213562
0	16,76305461
1	28,0713377
2	35,35533906
3	21,02379604
4	25,49509757
6	16,4924225
7	18,02775638
8	34,0147027
9	39,69886648
10	21,84032967
11	18,02775638
12	27,20294102
13	10,29563014
14	34,43835072
15	31,57530681
16	24,73863375
17	14,56021978
18	34,92849839
19	37,64306045
20	41,30375286
21	23,2594067
22	11,18033989
23	13,92838828
24	16,64331698
25	21,84032967
26	9,055385138
27	29,73213749
28	37,01351105
29	42,05948169
30	27,20294102
31	17,02938637
32	44,65422712
33	42,3792402
34	44,01136217
35	47,41307836
36	27,31300057
